"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.321","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF10_0111","PF10_0136","PF10_0191","PF10_0243","PF10_0307","PF10_0374","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF13_0032","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0219","PF14_0041","PF14_0112","PF14_0286","PF14_0360","PF14_0384","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0430c","PFB0270w","PFB0590w","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFD0785c","PFE0165w","PFE0430w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0490w","PFF0610c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0855w","PFL0685w","PFL0885w","PFL0980w","PFL1270w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Chloroquine_H8"," 0.227341775"," 0.398947155","-0.1395145240"," 0.18164758"," 0.1896992920"," 0.1670972224"," 0.112293361"," 1.492036982"," 0.114879528","-0.069902309","-0.5846124103"," 0.250682354","-0.162027358"," 0.031471096","-0.1330857175","-0.004076937"," 0.3052141138"," 0.088318757","-0.696431236"," 0.304556728","-0.079454738"," 0.322094629"," 0.178537035"," 0.1090401214"," 0.304496140"," 0.272709031","-0.546934639","-0.03036061"," 0.0552038068","-0.3942244403"," 0.067295706","-0.071630024"," 0.164510200"," 2.473457e-01","-4.287862e-01","-0.254642441","-0.076988512","-0.47609525"," 0.002506124","-0.292125348","-0.2053124536"," 0.208512945","-0.375960647"," 0.188820729","-0.150048112","-0.467324816"," 0.0198006752"," 0.166235594"," 0.187594528","-0.106734301"," 0.095331253","-0.161533971","-0.071107026","-0.171020419","-0.250869430"," 0.101966365","-0.0036046462","-0.553663761"," 0.202515308","-1.433779e-01"," 1.89735797","-0.012427434","-0.280334744"," 0.0934133779"," 0.033659557"," 0.287704888","-0.070274427"," 0.258009200","-0.0752910308","-0.013978476"," 0.3331426582","-0.0004346177","-0.115913347"," 0.051197602"," 0.308978561",13,10,"Chloroquine"
"Chloroquine_H10"," 0.205346905"," 0.132287054","-0.1563373931"," 0.34863806","-0.0147619026","-0.0275436287","-0.320666067"," 0.697143473","-0.001235387"," 0.133981823"," 0.1401873558"," 0.220295568","-0.366690222","-0.448965360"," 0.0802700685"," 0.012736456"," 0.2318943582"," 0.211991786","-0.259818752"," 0.443829871"," 0.384171927"," 0.189829068"," 0.185444606","-0.4635605370"," 0.429549170"," 0.012915350"," 0.083819541"," 0.05723312","-0.0006840405","-0.1911884121"," 0.060547377"," 0.096469963","-0.103013508","-1.043975e-02","-3.152631e-01"," 0.060408002"," 0.086964915","-0.31470380"," 0.057974008"," 0.210908281"," 0.0042131688","-0.150848531","-0.121414305"," 0.113248722","-0.287333859","-0.375683388","-0.1423341191"," 0.074146205","-0.386618002","-0.013782658"," 0.070667349"," 0.041979170"," 0.166408116"," 0.005787700","-0.391163085"," 0.130365510"," 0.0202672972","-0.239689221","-0.064325170","-8.226045e-02"," 0.42101415"," 0.131220750"," 0.022621133"," 0.1221991506","-0.244627171","-0.193849125"," 0.058265708"," 0.031926563","-0.0894835843","-0.236534826"," 0.2890216996"," 0.2266856326"," 0.222029785","-0.013236947"," 0.495886957",13,10,"Chloroquine"
"Febrifugine_H1","-0.154227847","-0.350887241","-0.0338404548","-0.05389102","-0.2061137781"," 0.0372565042"," 0.240632844"," 0.093566507"," 0.562543440","-0.028925551","-0.0631358961"," 0.027272508","-0.340060539"," 0.481741352"," 0.2094825173"," 0.194840070","-0.0591256827","-0.099362574","-0.147638391","-0.024586747"," 0.131183663","-0.172586509"," 0.097179230"," 0.0335826790"," 0.442063478","-0.142148724","-0.105800957","-0.63402797"," 0.0382705383","-0.0379817500","-0.271581926","-0.058449615"," 0.063061896","-4.442714e-01","-1.838662e-01","-0.298385447","-0.056078098"," 0.17824188","-0.094082911"," 0.042242297","-0.5154689781"," 0.107329793","-0.403986575","-0.073628606","-0.066708717","-0.542009476","-0.3862445890"," 0.033345382","-0.231874782"," 0.049275470"," 0.212495508","-0.039867404","-0.084200666","-0.144687656","-0.214272723","-0.053340118"," 0.2473953367"," 0.127478898","-0.019887156"," 3.982737e-01","-0.26439742"," 0.159396971"," 0.084113984"," 0.1461495235","-0.176116717","-0.058031079"," 0.032562043","-0.418208664","-0.2790876672","-0.213561297"," 0.0298832010"," 0.0865596927","-0.003516922","-0.043069254"," 0.699017604",14,11,"Febrifugine"
"Febrifugine_H2","-0.087032220","-0.516283542","-0.1059665872"," 0.20424109"," 0.1628687739"," 0.0927037957","-0.293878708","-0.311861240"," 0.064324568","-0.100725809","-0.0457205800"," 0.050566878","-0.146622948"," 0.142497908"," 0.0991341625","-0.070689673"," 0.1081044706","-0.106538908","-0.290687166"," 0.295731079","-0.028257792","-0.158593777"," 0.275047049"," 0.3202076167"," 0.182007010","-0.006042703","-0.026353023","-0.34009012"," 0.2292003570"," 0.0438359691"," 0.029762785","-0.033560746"," 0.120270496","-7.091445e-01","-1.811387e-01","-0.243152683"," 0.301827346"," 0.07465089"," 1.003471602"," 0.377259179","-0.5478273224","-0.250112981"," 0.265544514"," 0.764044684","-0.307167165","-0.564573119","-0.3120925672"," 0.113688089"," 0.047179393"," 0.119744288"," 0.184527093"," 0.623934133"," 0.190392312","-0.136056545","-0.380345394"," 0.199331789"," 0.1476727977","-0.218977110","-0.153039013"," 1.492965e-01","-0.39117865"," 0.049634080"," 0.344524764","-0.1702583486","-0.307437937"," 0.660792482","-0.021000499","-0.490538201","-0.3176484453","-0.421886927"," 0.0367511076"," 0.4047473783","-0.067089569","-0.161559268","-0.387296377",14,11,"Febrifugine"
"Febrifugine_H4","-0.262465839","-0.501752044"," 0.0055933236","-0.12920775"," 0.2656768806"," 0.0788753518"," 0.045162811","-0.414699871","-0.058177283"," 0.294139809"," 0.0953546331","-0.266862395","-0.242424508"," 0.013370898"," 0.0126455735","-0.050566431"," 0.0160987028","-0.036243353","-0.195503007"," 0.270385836","-0.174391043"," 0.063293908"," 0.095393222"," 0.2544308986"," 0.164610223","-0.179629515"," 0.026201933","-0.45978674"," 0.1103649104","-0.1449857981"," 0.033747255"," 0.108684478"," 0.229057646","-4.432571e-01","-5.779689e-02","-0.119876390"," 0.189772325","-0.01631205"," 0.488533297"," 0.075529836","-0.2179595145"," 0.105766234"," 0.050597668"," 0.437343162","-0.233083678","-0.296453492","-0.1990078067"," 0.088535029","-0.366360396"," 0.031588659"," 0.122038477"," 0.440135478"," 0.109137728","-0.015379789","-0.284255577"," 0.016415674"," 0.0562712879"," 0.106698826","-0.261827909"," 7.111641e-02","-0.93839457","-0.007168981"," 0.145926954","-0.0780591023","-0.011548767"," 0.299908575"," 0.001724445","-0.785513996","-0.4913478423","-0.278768632"," 0.1585760692"," 0.2701100071"," 0.008295666","-0.167984643","-0.624077654",14,11,"Febrifugine"
"Febrifugine_H6","-0.053061393","-0.267548655","-0.0197313255","-0.03460419"," 0.3577656469"," 0.2501868764"," 0.138935713","-0.076534472"," 0.335955089","-0.325209798"," 0.0574777628"," 0.376853727"," 0.047311052"," 0.102394215"," 0.0197236435","-0.278868060"," 0.0321368344"," 0.142518669","-0.112859954"," 0.380629966"," 0.238239261","-0.064208675"," 0.116522729"," 0.4058808840"," 0.066688081","-0.270672648"," 0.073596569","-0.51302325"," 0.2270640464"," 0.0543130204","-0.160154713","-0.109771762"," 0.216925742","-5.130240e-01","-2.161953e-01","-0.435853815"," 0.395189705"," 0.03076630"," 0.808114417"," 0.260142158","-0.5786787989"," 0.196729791"," 0.168977222"," 0.632465236","-0.456442171","-0.299028093","-0.1076010579","-0.039470353","-0.356080503"," 0.094267892"," 0.079736836"," 0.414636980"," 0.257442461","-0.115523433","-0.391862209","-0.090641764"," 0.0180187476","-0.053340257"," 0.057015902","-9.417225e-02","-0.15772626"," 0.462302341"," 0.497226789"," 0.1645789272","-0.153374072"," 0.666059410"," 0.046212016","-0.588814834","-0.4050007255","-0.520406489"," 0.2675492420"," 0.4022781596","-0.215630387","-0.040102194","-0.310659535",14,11,"Febrifugine"
"Febrifugine_H8","-0.247752681","-0.481805837"," 0.0463614085","-0.37564735"," 0.3315119206"," 0.2542303402"," 0.437476366","-0.048076738","-0.123617561"," 0.370391444"," 0.4687780555","-0.171080971"," 0.101836396"," 0.182943133","-0.1084926996","-0.525103068"," 0.1274146662"," 0.364334729","-0.245894660"," 0.469929518"," 0.202367185","-0.092222595"," 0.284065139"," 0.3304955449"," 0.594845127","-0.198268077"," 0.126495024","-0.68196381"," 0.1722871117"," 0.2785949179","-0.007603276"," 0.041879346"," 0.119088149","-5.155273e-01","-2.401378e-01","-0.609004734"," 0.496809100"," 0.30508702"," 0.865264372"," 0.416810647","-0.7742500128","-0.007691923","-0.003366737"," 0.623739286","-0.311304667","-0.513099275","-0.1480379834"," 0.055000858"," 0.102482312","-0.085450994"," 0.130263782"," 0.458613045"," 0.243463062","-0.245495866","-0.544008240"," 0.075397053","-0.1297745146"," 0.529468168","-0.075634279"," 6.896983e-02","-0.65066373"," 0.205130990"," 0.310317642"," 0.4440169829","-0.240805601"," 0.602948030","-0.264591083","-0.162743605","-0.5066566918","-0.895085333"," 0.2259325776"," 0.3543751731","-0.194982360","-0.144977412","-0.390379725",14,11,"Febrifugine"
"Febrifugine_H10","-0.111138673","-0.353468579"," 0.3688180266","-0.04725068"," 0.0636667160"," 0.3227224461","-0.125370207","-0.442669278"," 0.120651032"," 0.242567997"," 0.0497688058","-0.390206752"," 0.222557149","-0.406884103"," 0.1650572091","-0.561948836"," 0.3690391931"," 0.402138204","-0.153698017"," 0.682285257","-0.233674748","-0.458287013"," 0.090831004","-0.0240063457"," 0.415293996","-0.669578881"," 0.288074586","-0.93675561"," 0.2425209870"," 0.2765143427"," 0.072542956"," 0.508586655"," 0.002233326","-3.017632e-01","-3.915109e-01","-0.272143324"," 0.830463705"," 0.10336225"," 0.985522776"," 0.355377974"," 0.2628399827"," 0.729710179"," 0.142922219"," 0.300488737","-0.029107389","-0.669217288","-0.1013872343"," 0.183634512","-0.088129322","-0.105525849"," 0.031049628"," 0.530340882"," 0.184275190","-0.298325048","-0.708130503"," 0.026596398","-0.3492947166"," 0.743147792","-0.620407048"," 9.366911e-02"," 0.13389155"," 0.322945375"," 0.257253689"," 0.0193193089"," 0.238400908"," 0.532911878","-0.177282331","-0.528119373","-1.0559503117","-0.930888808"," 0.3198625113"," 0.5745130370","-0.239256515","-0.253191702","-0.173666470",14,11,"Febrifugine"
"Artemisinin_H1","-0.261879583","-0.773980323"," 0.0260922021","-0.17967479"," 0.2944298406"," 0.4290215465","-0.313614396","-0.122440451"," 0.244368320"," 0.138319848"," 0.3866038195"," 0.203367274","-0.334093527"," 0.059143476"," 0.2713100841","-0.357950038","-0.2234398250","-0.077106756","-0.137233506"," 0.065016740"," 0.231292669"," 0.105790457","-0.042981924"," 0.1108140305"," 0.553123060","-0.030609212"," 0.353430954","-0.30346367"," 0.1695584716","-0.0388158527","-0.115775772","-0.270060677"," 0.086552310","-3.079818e-01","-1.255654e-01","-0.068210518","-0.048850781"," 0.17881224","-0.618891241"," 0.116474514","-0.4076015245"," 0.081546188","-0.353047589"," 0.250984951","-0.035431435","-0.312645546","-0.3415766192","-0.061769387","-0.832939158","-0.014732753"," 0.200864738"," 0.156953721","-0.055052207","-0.061626361"," 0.095528226","-0.135940816"," 0.3406025673"," 0.020876950"," 0.057518395"," 5.538190e-01","-0.75007664"," 0.276787907"," 0.189815748"," 0.2031403749","-0.148525451"," 0.231607231"," 0.222925207","-0.336758331","-0.1140502882","-0.160487971"," 0.0764700511"," 0.1031466155"," 0.149668115","-0.147290548"," 0.467945928",15,12,"Artemisinin"
"Artemisinin_H2","-0.118565197","-1.044270880"," 0.0734313730","-0.16817839","-0.0195481154"," 0.3275909584","-0.533402566","-0.781886023","-0.179496633"," 0.518069707"," 0.6008754151"," 0.284851379"," 0.124005001","-0.288055204"," 0.2814870544","-0.113161146"," 0.0435482820","-0.457343608","-0.330340801"," 0.621643668"," 0.390871328","-0.182591532"," 0.184315001","-0.2357193151"," 0.430553646","-0.012514767","-0.098778826","-0.38819309"," 0.2873049802"," 0.3365084930","-0.121342993"," 0.011790700"," 0.098424556","-8.126798e-01"," 1.249387e+00","-0.316615672"," 0.868896291"," 0.41747896","-0.220782504"," 0.440574503","-0.5320115910","-0.096989892"," 0.243084417"," 0.678022851","-0.047373281","-1.024947407","-0.4654241225"," 0.137406118","-1.066011243"," 0.084693341"," 0.232511902"," 0.749966228"," 0.110570944"," 0.022171770","-0.210542882"," 0.203381421"," 0.4573088187","-0.201857073","-0.401538208"," 1.904062e-01","-1.05567989","-0.091940858"," 0.368098090","-0.1312697080","-0.399399980"," 0.238806357","-0.164142801","-0.550099210","-0.4090398603","-0.519294230"," 0.1678760286"," 0.6048594189","-0.141599898"," 0.093241431","-0.523403174",15,12,"Artemisinin"
"Artemisinin_H4","-0.120136730","-0.544859533"," 0.0874340492"," 0.10826411"," 0.4219577397"," 0.2274601617"," 0.407615329","-0.268262755"," 0.198205245","-0.013564802"," 0.4729619025"," 0.369266714","-0.113968280"," 0.207314310"," 0.1837952638","-0.155164176"," 0.0798288542","-0.098960246","-0.312610353"," 0.190009090","-0.089358955","-0.161254272"," 0.082312494"," 0.3341096625"," 0.131296925","-0.171816054"," 0.406049185","-0.41793514"," 0.2451047375"," 0.2726250217","-0.613530453","-0.252994403"," 0.476735080","-5.694946e-01","-2.951030e-01","-0.328058194"," 0.340845380"," 0.37133258","-0.277224145"," 0.309741364","-0.3481250061"," 0.516455614"," 0.103187341"," 0.518939875","-0.006518828","-0.579708013","-0.1194785391","-0.053441191"," 0.444851099"," 0.025495452"," 0.237562142"," 0.482904292"," 0.264493042"," 0.053813794","-0.217208758"," 0.022491275"," 0.0994495341","-0.066972046","-0.000583257","-1.757324e-01","-0.72030139"," 0.447524016"," 0.528041227"," 0.2646493187","-0.262839564"," 0.410455909"," 0.028885356","-0.449416999","-0.5318297509","-0.242582301","-0.0275153480"," 0.2078493701"," 0.052079242","-0.442645621"," 0.085146778",15,12,"Artemisinin"
"Artemisinin_H6","-0.289244681","-0.236924310","-0.3419060997"," 0.54281300"," 0.2342518616","-0.0575921595","-0.049992758","-0.895470472"," 0.068299481","-0.200058796"," 0.0610043657"," 0.077546386","-0.213627140"," 0.148646326"," 0.0692439861","-0.005440901","-0.0568619306","-0.100704107","-0.374029605"," 0.153879236"," 0.141480842","-0.067206636"," 0.112365995"," 0.2170052046","-0.013490997","-0.116368845"," 0.708333278","-0.35562516"," 0.2439240673","-0.0239017380","-0.125275524"," 0.296516596","-0.062000760"," 1.691683e-01","-8.187081e-02","-0.537234394"," 0.087803507","-0.19185821","-0.120926890"," 0.108265157","-0.4660421477"," 0.200918209"," 0.147424649"," 0.461761825","-0.570736644","-0.299950496","-0.2158760885"," 0.197717171","-0.220541605"," 0.165468333","-0.051798625"," 0.342351242"," 0.524811058"," 0.205779241","-0.355416106","-0.036598571"," 0.0071543666"," 0.032117277"," 0.092340771"," 5.912435e-02","-0.95867736"," 0.264756935"," 0.482336462","-0.1515749724"," 0.314759007"," 0.306290211"," 0.105020426","-0.738003156","-0.0099958140","-0.745869772"," 1.0597377535"," 0.5403327903","-0.041578814","-0.045175676","-0.846856795",15,12,"Artemisinin"
"Artemisinin_H8","-0.328692222","-0.294637686","-0.1947133604"," 0.13404691"," 0.6747100547","-0.1131202049","-0.159691515","-1.486057258","-0.105227525"," 0.197540298"," 0.3802154386"," 0.572338252"," 0.635052979"," 0.349304672"," 0.3612624506","-0.451454422"," 0.5528271371","-0.041710317","-0.371381371"," 0.851381035"," 0.295793394","-0.047783748","-0.016045224"," 0.3277057576"," 0.178178703","-0.221183078"," 0.291930381","-0.54443588"," 0.2430498105"," 0.1404182312"," 0.233309640"," 0.376687328","-0.196409673"," 2.018674e-01"," 1.884899e-01","-0.597512287"," 0.250997732","-0.40851671","-0.746741582"," 0.279985989","-0.7399337279"," 0.457671075","-0.192200905"," 0.973653407","-0.499973592","-0.244245308","-0.0784149014"," 0.014216303","-0.321488759"," 0.038778793"," 0.122020648"," 0.941055631"," 0.585661875"," 0.239763575","-0.282047673"," 0.248216426","-0.1353195943"," 0.400330836"," 0.120062185","-7.964494e-03","-1.35831642"," 0.317496448"," 0.720038794"," 0.1451912653"," 0.039203530"," 0.105253128"," 0.098878280","-0.116843086","-0.6698476541","-1.222933362"," 0.1193344526"," 0.2823224872","-0.260914937","-0.006417389"," 0.189405492",15,12,"Artemisinin"
"Artemisinin_H10","-0.055087376","-0.135561529"," 0.0311418252"," 0.29999329"," 0.6868169497"," 0.0520451330","-0.399534494","-1.011145423","-0.287740914"," 0.683954153"," 0.0919440777"," 0.241052792"," 1.656505703"," 0.215065310"," 0.3972738991","-0.746690832"," 0.1088838915"," 0.699945740"," 0.331152768"," 0.131593293"," 0.560048922"," 0.008141589","-0.602859045"," 0.5072194621"," 0.066545560","-0.507660168"," 0.602442745","-0.64890774"," 0.0692902376","-0.1636113151"," 0.244054139"," 0.084532500"," 0.103801261"," 8.149687e-02"," 7.831404e-01","-0.316769727"," 0.346846105","-0.31943285","-0.177377579"," 0.358056247"," 0.1377077020"," 0.420165552","-0.194146445"," 1.134453058","-0.703199550"," 0.103281944"," 0.5279659604","-0.127047630","-0.379962947","-0.202081720"," 0.021723160"," 0.887467013","-0.169148896"," 0.175959028","-0.392055266","-0.008710034","-0.2644711795"," 0.019035389","-0.900628862","-1.565380e-03","-1.20452025"," 0.495102636"," 0.466308910"," 0.0526798522"," 0.889346881","-0.027632947","-0.047255765","-0.060951237","-0.8593092871","-0.543249503"," 0.3507858343"," 0.6828428735"," 0.346948961"," 0.013691370","-0.420892548",15,12,"Artemisinin"
